0.128118 -0.0428066 -0.0719804 -0.0139564 -0.0259285 -0.0502357 0.0331671 -0.0181008 -0.0101136 0.0718263 -0.10146 -0.0147488 0.0167079 -0.0827434 0.0236264 0.0124894 -0.0193957 -0.0351399 0.0342745 -0.0255195 0.020399 0.0152479 0.0230762 0.0234298 0.00299608 -0.0310589 -0.0187216 -0.0371104 0.0598641 -0.0138466 0.0139822 -0.0329202 
0.127904 0.158344 -0.0796406 -0.0909413 0.0530938 -0.0259325 -0.0688922 0.0832367 0.0353772 -0.0330554 -0.0802651 -0.0285282 0.0418746 -0.065379 -0.0581386 -0.0314882 -0.0129933 -0.0585326 -0.0108155 0.00767892 0.0171245 -0.000539402 -0.0360371 -0.0273918 -0.0533156 0.0400968 0.015684 -0.0336199 0.0508155 0.0344728 -0.0266351 -0.0633917 
0.155164 0.107304 -0.0556918 -0.0870721 0.0630502 0.00592522 0.00490268 0.0188037 0.0150041 -0.0611557 0.0161486 0.013459 0.0488326 0.0168046 -0.043688 0.0107759 -0.0744668 -0.0549125 0.0493517 -0.0701107 0.0135039 -0.0125109 -0.00960505 -0.0166149 -0.0418911 0.0162529 0.0183796 -0.00715814 0.0403463 -0.0216295 -0.033092 -0.01434 
0.136766 0.0344865 -0.0647051 -0.0632181 -0.016498 -0.0185595 0.0299647 0.0598587 0.00191707 -0.0147087 -0.0669456 -0.00159661 0.0756741 -0.0573852 0.0319062 0.035204 -0.0314131 -0.0396956 -0.0275494 -0.0137859 -0.0107093 0.0830216 0.00386184 0.030137 0.0247587 0.00478583 0.0612319 0.0422095 0.0114849 0.0369244 0.00706154 -0.0360835 
0.183427 -0.0454411 0.0678971 -0.023716 -0.0724883 -0.013061 0.0972123 0.113009 -0.0103568 -0.0331119 0.00636028 0.017796 -0.00634612 0.0421783 -0.0157395 -0.0689915 0.0324847 0.0376632 -0.0538647 -0.0412611 -0.0114619 -0.0309671 -0.0302194 -0.0129232 0.018249 -0.03026 -0.00526295 0.0133276 -0.0029778 0.000916514 -0.0322042 0.0884903 
0.0701452 0.074459 -0.0558672 0.0242738 -0.0183435 0.031065 -0.0468108 0.103067 -0.0628486 -0.00764807 0.0477402 -0.00211194 0.0592201 -0.013151 0.0301654 0.000338994 -0.058933 -0.0663356 0.00343193 -0.00123071 -0.0096307 -0.00312366 -0.0465286 0.0195999 -0.00330064 -0.0683773 0.0473488 -0.0239132 -0.0343268 0.0484772 0.00022863 -0.00381712 
0.0427173 -0.0483361 -0.0541392 -0.0288998 -0.0058424 -0.0253524 0.0202798 0.0419822 -0.0164373 0.0440025 0.0590693 -0.0216794 0.0208162 0.0384935 0.049067 0.00160967 -0.0333319 -0.0104685 0.0488298 -0.0084053 0.0155089 -0.00661915 0.0615384 -0.0364263 -0.00152206 0.0212631 -0.0540834 -0.0059679 0.0576682 -0.0334186 -0.0142749 0.0426677 
0.015235 -0.0485809 -0.011788 0.000365595 0.00383082 -0.0107416 0.0112326 0.0217157 -0.000863881 0.0219878 -0.0422354 -0.0445547 0.0211905 -0.0319035 0.0621177 0.0390101 -0.016116 -0.00274011 0.0188032 0.0243339 0.043157 -0.0154763 0.0544727 -0.0370861 -0.02559 0.0204874 -0.00943692 0.0304032 0.0291051 -0.00902693 0.00660619 0.012096 
0.00726587 0.0567888 0.0128477 -0.0315136 -0.0311197 0.00361477 -0.0311409 0.00985872 -0.00894101 0.0426033 0.0412335 0.0105993 0.0209519 0.0390538 -0.0871235 0.031445 0.0324896 -0.00464568 0.0129334 -0.0154625 0.0593725 -0.0241963 0.0212033 -0.0216971 0.00169095 -0.0292681 0.0487975 -0.00414884 0.00977978 -0.0118358 -0.0228902 -0.0326409 
0.00412875 0.0404231 0.0734084 -0.00885993 -0.0106224 0.0412899 0.00361701 0.00455679 0.0243437 -0.0255094 -0.0171919 0.0180322 0.00252096 0.0069993 -0.0522526 -0.00329674 -0.022367 -0.0440002 0.0801619 0.0199672 -0.00695938 -0.0886573 0.0383746 -0.027618 0.0583598 -0.0284414 0.0817892 -0.0186223 0.0227673 0.0233441 0.0196605 0.00774328 
